Order ID,Consumer,Home Office,Corporate,Date of Sale,Order Quantity
US-2019-131982,0,1,0,2019-01-27,4
US-2019-140116,1,0,0,2019-01-27,1
US-2019-100279,1,0,0,2019-01-28,1
US-2019-166884,1,0,0,2019-01-30,2
US-2019-114790,0,0,1,2019-01-30,2
US-2019-103338,1,0,0,2019-01-31,2
US-2019-158337,1,0,0,2019-02-01,6
CA-2019-139675,0,1,0,2019-02-02,2
US-2019-125521,0,1,0,2019-02-02,5
US-2019-157623,0,0,1,2019-02-02,5
US-2019-114510,1,0,0,2019-02-03,3
US-2019-100293,0,1,0,2019-02-03,2
US-2019-152618,0,1,0,2019-02-04,2
US-2019-149958,1,0,0,2019-02-04,3
US-2019-157609,0,1,0,2019-02-04,4
US-2019-148838,0,0,1,2019-02-06,2
US-2019-118339,1,0,0,2019-02-06,4
US-2019-164763,0,0,1,2019-02-06,5
US-2019-158442,1,0,0,2019-02-06,1
US-2019-127859,0,0,1,2019-02-07,4
US-2019-111871,0,1,0,2019-02-07,7
US-2019-145317,0,1,0,2019-02-08,2
US-2019-131275,0,1,0,2019-02-11,1
US-2019-103989,0,0,1,2019-02-11,3
US-2019-155544,1,0,0,2019-02-11,6
US-2019-163223,0,0,1,2019-02-11,2
US-2019-140004,1,0,0,2019-02-11,3
US-2019-107405,0,0,1,2019-02-11,2
US-2019-148040,0,0,1,2019-02-11,3
US-2019-129609,1,0,0,2019-02-11,2
US-2019-158057,1,0,0,2019-02-11,3
US-2019-164749,1,0,0,2019-02-12,2
US-2019-120838,1,0,0,2019-02-14,2
US-2019-143637,1,0,0,2019-02-14,3
US-2019-147235,1,0,0,2019-02-14,2
US-2019-148586,1,0,0,2019-02-14,3
US-2019-128237,1,0,0,2019-02-15,5
US-2019-141838,0,0,1,2019-02-16,2
US-2019-100860,1,0,0,2019-02-16,3
US-2019-138436,0,0,1,2019-02-17,14
US-2019-117380,0,1,0,2019-02-18,5
US-2019-137869,1,0,0,2019-02-18,2
US-2019-100881,0,1,0,2019-02-20,4
US-2019-137274,1,0,0,2019-02-20,2
US-2019-131247,1,0,0,2019-02-20,3
US-2019-162089,0,1,0,2019-02-21,5
US-2019-105151,0,0,1,2019-02-22,3
US-2019-169033,1,0,0,2019-02-23,3
US-2019-133424,0,0,1,2019-02-23,3
US-2019-113124,1,0,0,2019-02-24,3
US-2019-130428,1,0,0,2019-02-24,4
US-2019-128055,1,0,0,2019-02-27,4
US-2019-101770,0,0,1,2019-03-01,6
US-2019-104759,1,0,0,2019-03-01,6
US-2019-112403,1,0,0,2019-03-01,2
US-2019-157021,1,0,0,2019-03-01,6
US-2019-138359,0,0,1,2019-03-01,3
US-2019-160276,0,0,1,2019-03-01,5
US-2019-164315,1,0,0,2019-03-01,3
US-2019-157847,1,0,0,2019-03-01,3
US-2019-112291,0,0,1,2019-03-01,3
US-2019-133228,1,0,0,2019-03-01,3
US-2019-128685,0,0,1,2019-03-02,2
US-2019-105172,0,1,0,2019-03-02,1
US-2019-149538,0,0,1,2019-03-02,5
US-2019-102988,0,0,1,2019-03-02,3
US-2019-149104,1,0,0,2019-03-03,5
US-2019-157231,0,0,1,2019-03-03,3
US-2019-113887,0,1,0,2019-03-03,3
US-2019-151001,0,0,1,2019-03-03,4
US-2019-102652,0,0,1,2019-03-03,5
US-2019-169803,0,0,1,2019-03-03,3
US-2019-118486,0,1,0,2019-03-03,3
US-2019-153808,0,0,1,2019-03-03,8
US-2019-136742,0,0,1,2019-03-03,1
US-2019-124023,1,0,0,2019-03-04,3
US-2019-128846,0,0,1,2019-03-04,5
US-2019-165806,0,1,0,2019-03-05,3
US-2019-118997,0,0,1,2019-03-05,6
US-2019-150581,0,1,0,2019-03-05,2
US-2019-121769,1,0,0,2019-03-05,2
US-2019-100363,0,0,1,2019-03-05,3
US-2019-163797,0,1,0,2019-03-07,6
US-2019-121734,1,0,0,2019-03-07,1
US-2019-102715,1,0,0,2019-03-07,2
US-2019-110555,1,0,0,2019-03-07,5
US-2019-138940,0,1,0,2019-03-07,3
US-2019-154599,0,0,1,2019-03-07,2
US-2019-142979,0,0,1,2019-03-07,5
US-2019-158365,1,0,0,2019-03-07,3
US-2019-122336,0,0,1,2019-03-10,4
US-2019-167724,0,1,0,2019-03-10,2
US-2019-120740,0,1,0,2019-03-10,3
US-2019-155208,0,0,1,2019-03-11,5
US-2019-100678,1,0,0,2019-03-11,3
US-2019-110849,1,0,0,2019-03-11,3
US-2019-169460,0,1,0,2019-03-11,6
US-2019-158470,1,0,0,2019-03-11,3
US-2019-101462,1,0,0,2019-03-11,14
US-2019-134572,1,0,0,2019-03-11,2
US-2019-158064,1,0,0,2019-03-11,3
US-2019-136336,0,0,1,2019-03-13,4
US-2019-122070,0,0,1,2019-03-13,8
US-2019-150119,0,1,0,2019-03-14,4
US-2019-112564,0,0,1,2019-03-14,1
US-2019-111857,0,1,0,2019-03-14,4
US-2019-166954,0,1,0,2019-03-14,2
US-2019-157406,0,1,0,2019-03-14,6
US-2019-110100,1,0,0,2019-03-14,2
US-2019-147298,0,0,1,2019-03-14,2
US-2019-116785,0,1,0,2019-03-14,1
US-2019-118976,0,0,1,2019-03-14,2
US-2019-140228,0,0,1,2019-03-14,12
US-2019-132983,0,0,1,2019-03-14,2
US-2019-131387,1,0,0,2019-03-15,3
US-2019-107811,0,0,1,2019-03-15,3
US-2019-142727,1,0,0,2019-03-15,4
US-2019-134061,1,0,0,2019-03-15,3
US-2019-118304,1,0,0,2019-03-15,1
US-2019-160094,1,0,0,2019-03-16,2
US-2019-156006,1,0,0,2019-03-17,4
US-2019-115056,1,0,0,2019-03-17,7
US-2019-124618,1,0,0,2019-03-17,3
US-2019-135755,1,0,0,2019-03-17,2
US-2019-130274,0,1,0,2019-03-17,3
US-2019-155271,1,0,0,2019-03-17,2
US-2019-148194,0,0,1,2019-03-17,6
US-2019-111899,1,0,0,2019-03-17,6
US-2019-117709,1,0,0,2019-03-17,2
US-2019-110219,1,0,0,2019-03-17,3
US-2019-166457,1,0,0,2019-03-17,10
US-2019-111934,0,0,1,2019-03-17,7
US-2019-160738,0,0,1,2019-03-17,4
US-2019-154879,0,1,0,2019-03-17,1
US-2019-121664,0,1,0,2019-03-17,3
US-2019-166086,1,0,0,2019-03-17,7
CA-2019-166086,1,0,0,2019-03-17,4
US-2019-116666,1,0,0,2019-03-17,2
US-2019-158771,0,0,1,2019-03-17,6
US-2019-102071,1,0,0,2019-03-18,10
US-2019-114181,1,0,0,2019-03-18,3
US-2019-103310,1,0,0,2019-03-18,2
US-2019-159709,1,0,0,2019-03-18,2
US-2019-152100,0,0,1,2019-03-18,3
US-2019-103849,1,0,0,2019-03-18,3
US-2019-127523,0,0,1,2019-03-18,4
US-2019-119172,0,1,0,2019-03-18,7
US-2019-139017,1,0,0,2019-03-18,4
US-2019-127159,1,0,0,2019-03-18,6
US-2019-155887,1,0,0,2019-03-18,4
US-2019-113768,0,0,1,2019-03-19,3
US-2019-140165,0,1,0,2019-03-19,3
US-2019-167164,1,0,0,2019-03-19,5
US-2019-114433,1,0,0,2019-03-19,4
US-2019-106810,0,0,1,2019-03-19,3
US-2019-125150,0,0,1,2019-03-19,2
US-2019-163146,1,0,0,2019-03-19,3
US-2019-148761,0,1,0,2019-03-21,3
US-2019-164224,1,0,0,2019-03-21,3
US-2019-133963,1,0,0,2019-03-21,4
US-2019-103373,1,0,0,2019-03-21,3
US-2019-107699,1,0,0,2019-03-21,2
US-2019-130155,1,0,0,2019-03-21,3
US-2019-114188,0,0,1,2019-03-21,5
US-2019-130673,0,0,1,2019-03-21,5
CA-2019-166695,0,1,0,2019-03-21,3
US-2019-127166,1,0,0,2019-03-21,1
US-2019-152443,0,1,0,2019-03-21,7
US-2019-104780,0,1,0,2019-03-22,3
US-2019-117639,0,0,1,2019-03-22,2
CA-2019-152443,0,1,0,2019-03-22,5
US-2019-143840,1,0,0,2019-03-22,4
US-2019-135881,1,0,0,2019-03-22,3
US-2019-105767,1,0,0,2019-03-23,3
US-2019-138513,1,0,0,2019-03-23,2
US-2019-143413,1,0,0,2019-03-23,6
US-2019-130379,1,0,0,2019-03-24,2
US-2019-100391,1,0,0,2019-03-24,5
US-2019-156349,0,0,1,2019-03-25,7
US-2019-158029,1,0,0,2019-03-25,6
US-2019-144029,1,0,0,2019-03-25,2
US-2019-129574,0,1,0,2019-03-25,2
US-2019-124429,0,0,1,2019-03-25,4
US-2019-117058,1,0,0,2019-03-26,2
US-2019-139192,1,0,0,2019-03-26,4
US-2019-108861,1,0,0,2019-03-26,5
US-2019-135993,0,0,1,2019-03-26,3
US-2019-145800,1,0,0,2019-03-26,2
US-2019-103429,0,0,1,2019-03-28,1
US-2019-105872,1,0,0,2019-03-28,4
US-2019-146885,0,0,1,2019-03-28,3
US-2019-140473,0,0,1,2019-03-28,3
US-2019-166051,1,0,0,2019-03-29,3
US-2019-131926,0,1,0,2019-03-30,2
US-2019-165659,1,0,0,2019-03-30,7
US-2019-157070,0,0,1,2019-03-30,5
US-2019-111003,0,1,0,2019-03-30,5
US-2019-104472,0,1,0,2019-03-30,5
US-2019-100895,1,0,0,2019-03-30,3
US-2019-163867,1,0,0,2019-03-30,2
US-2019-135657,1,0,0,2019-03-30,3
US-2019-141299,0,1,0,2019-03-30,7
US-2019-151946,1,0,0,2019-03-31,7
US-2019-147914,0,1,0,2019-03-31,2
US-2019-159520,0,0,1,2019-03-31,2
US-2019-133270,1,0,0,2019-03-31,1
US-2019-169257,1,0,0,2019-03-31,5
US-2019-161305,1,0,0,2019-03-31,7
US-2019-151897,0,1,0,2019-03-31,1
US-2019-106229,1,0,0,2019-03-31,2
US-2019-134971,0,0,1,2019-03-31,2
US-2019-109162,0,0,1,2019-04-01,4
US-2019-141257,1,0,0,2019-04-01,2
US-2019-108147,1,0,0,2019-04-01,2
US-2019-115812,1,0,0,2019-04-01,4
US-2019-160262,0,0,1,2019-04-02,2
US-2019-132612,1,0,0,2019-04-02,5
US-2019-133753,0,1,0,2019-04-02,7
US-2019-133851,1,0,0,2019-04-02,5
US-2019-144281,0,0,1,2019-04-02,3
US-2019-114643,0,0,1,2019-04-02,7
US-2019-140487,0,1,0,2019-04-03,2
US-2019-141215,0,0,1,2019-04-03,2
US-2019-126963,1,0,0,2019-04-03,3
US-2019-136644,1,0,0,2019-04-04,1
US-2019-113929,1,0,0,2019-04-04,4
US-2019-144414,1,0,0,2019-04-04,2
US-2019-156342,1,0,0,2019-04-04,6
US-2019-104402,1,0,0,2019-04-04,2
US-2019-123855,1,0,0,2019-04-04,3
CA-2019-184712,0,1,0,2019-04-04,5
US-2019-166863,1,0,0,2019-04-04,2
US-2019-112949,1,0,0,2019-04-05,7
US-2019-138317,1,0,0,2019-04-05,2
US-2019-117135,1,0,0,2019-04-05,3
US-2019-130624,1,0,0,2019-04-05,7
US-2019-128146,1,0,0,2019-04-05,7
US-2019-141278,1,0,0,2019-04-05,5
US-2019-160780,1,0,0,2019-04-05,2
US-2019-141796,1,0,0,2019-04-05,1
US-2019-154963,1,0,0,2019-04-05,6
US-2019-133389,1,0,0,2019-04-05,4
US-2019-124646,1,0,0,2019-04-05,4
US-2019-142048,1,0,0,2019-04-05,5
US-2019-130358,1,0,0,2019-04-05,1
US-2019-126032,1,0,0,2019-04-06,2
US-2019-159814,1,0,0,2019-04-06,7
US-2019-159338,0,0,1,2019-04-06,3
US-2019-164469,0,0,1,2019-04-06,3
US-2019-104283,1,0,0,2019-04-06,3
US-2019-140858,1,0,0,2019-04-06,2
US-2019-156993,0,0,1,2019-04-06,6
US-2019-165974,1,0,0,2019-04-06,1
US-2019-111773,1,0,0,2019-04-06,3
US-2019-121566,1,0,0,2019-04-06,1
US-2019-109218,0,0,1,2019-04-06,2
US-2019-123064,1,0,0,2019-04-06,3
US-2019-146640,1,0,0,2019-04-06,2
US-2019-116757,0,0,1,2019-04-07,2
US-2019-152254,1,0,0,2019-04-07,3
US-2019-160773,0,0,1,2019-04-07,9
US-2019-153150,0,0,1,2019-04-07,5
US-2019-107594,1,0,0,2019-04-07,3
US-2019-120096,0,0,1,2019-04-08,8
US-2019-138709,1,0,0,2019-04-08,1
US-2019-103317,0,0,1,2019-04-08,1
US-2019-152849,0,0,1,2019-04-08,2
US-2019-107139,0,1,0,2019-04-08,8
US-2019-157784,1,0,0,2019-04-08,3
US-2019-160444,1,0,0,2019-04-08,4
US-2019-147543,0,1,0,2019-04-11,1
US-2019-134278,1,0,0,2019-04-11,3
US-2019-138758,1,0,0,2019-04-11,2
US-2019-150301,1,0,0,2019-04-11,7
US-2019-100090,0,0,1,2019-04-11,7
US-2019-113271,0,1,0,2019-04-11,3
US-2019-114125,0,1,0,2019-04-11,6
US-2019-165379,0,0,1,2019-04-11,2
US-2019-163552,0,0,1,2019-04-11,6
US-2019-133305,1,0,0,2019-04-12,3
US-2019-123225,1,0,0,2019-04-12,2
US-2019-166555,1,0,0,2019-04-12,7
US-2019-131310,1,0,0,2019-04-12,5
US-2019-161508,0,1,0,2019-04-12,4
US-2019-129924,0,0,1,2019-04-12,14
US-2019-124807,1,0,0,2019-04-13,4
US-2019-110184,0,1,0,2019-04-13,10
US-2019-165862,0,0,1,2019-04-13,13
US-2019-164182,1,0,0,2019-04-13,3
US-2019-124464,0,1,0,2019-04-13,12
US-2019-109904,0,0,1,2019-04-15,4
US-2019-103905,0,1,0,2019-04-15,2
US-2019-150532,1,0,0,2019-04-16,6
US-2019-115980,0,0,1,2019-04-18,3
US-2019-123295,0,1,0,2019-04-18,5
US-2019-138198,1,0,0,2019-04-18,2
US-2019-150434,0,0,1,2019-04-18,4
US-2019-168158,0,1,0,2019-04-18,3
US-2019-143903,0,1,0,2019-04-18,2
US-2019-141726,1,0,0,2019-04-18,3
US-2019-127866,0,0,1,2019-04-18,4
US-2019-142965,1,0,0,2019-04-19,3
US-2019-157546,1,0,0,2019-04-19,3
US-2019-116932,0,0,1,2019-04-19,11
US-2019-129189,0,0,1,2019-04-20,4
US-2019-109890,1,0,0,2019-04-20,5
US-2019-117464,1,0,0,2019-04-20,2
US-2019-127691,1,0,0,2019-04-20,5
US-2019-122679,0,1,0,2019-04-21,5
US-2019-164644,1,0,0,2019-04-21,6
US-2019-119137,1,0,0,2019-04-22,3
US-2019-145254,0,0,1,2019-04-22,8
US-2019-103058,1,0,0,2019-04-23,2
US-2019-143917,1,0,0,2019-04-23,2
US-2019-146528,0,1,0,2019-04-23,4
US-2019-116190,1,0,0,2019-04-23,8
US-2019-126760,1,0,0,2019-04-23,3
US-2019-169019,1,0,0,2019-04-23,1
US-2019-155894,1,0,0,2019-04-25,5
US-2019-159121,0,0,1,2019-04-25,5
US-2019-150126,0,0,1,2019-04-25,3
US-2019-169642,0,0,1,2019-04-25,3
US-2019-124709,1,0,0,2019-04-25,2
US-2019-131541,1,0,0,2019-04-25,3
US-2019-111192,0,0,1,2019-04-26,3
US-2019-117345,0,0,1,2019-04-26,5
US-2019-152296,1,0,0,2019-04-26,6
US-2019-162684,0,1,0,2019-04-26,2
US-2019-106299,0,1,0,2019-04-28,2
US-2019-133690,1,0,0,2019-04-28,2
US-2019-125612,1,0,0,2019-04-28,1
US-2019-128986,0,1,0,2019-04-28,3
US-2019-134215,0,0,1,2019-04-28,9
US-2019-126361,1,0,0,2019-04-28,2
US-2019-117968,0,0,1,2019-04-28,3
US-2019-118962,1,0,0,2019-04-28,2
US-2019-124723,1,0,0,2019-04-28,5
US-2019-110065,0,0,1,2019-04-29,2
US-2019-150490,1,0,0,2019-04-29,2
US-2019-115357,1,0,0,2019-04-29,2
US-2019-137575,1,0,0,2019-04-29,3
US-2019-156790,1,0,0,2019-04-29,5
US-2019-151708,1,0,0,2019-04-29,2
US-2019-131450,1,0,0,2019-04-30,5
US-2019-124478,0,1,0,2019-04-30,5
US-2019-154669,1,0,0,2019-04-30,3
CA-2019-129322,1,0,0,2019-05-02,3
US-2019-161249,1,0,0,2019-05-02,2
US-2019-169726,1,0,0,2019-05-03,3
US-2019-110527,0,1,0,2019-05-03,3
US-2019-141901,1,0,0,2019-05-03,7
US-2019-167850,0,0,1,2019-05-04,2
US-2019-166471,0,1,0,2019-05-04,7
US-2019-127012,1,0,0,2019-05-04,4
US-2019-154641,1,0,0,2019-05-04,2
US-2019-109897,1,0,0,2019-05-04,4
US-2019-156244,0,1,0,2019-05-04,6
US-2019-153927,1,0,0,2019-05-05,3
US-2019-109302,0,0,1,2019-05-05,2
US-2019-164406,1,0,0,2019-05-05,2
US-2019-109043,1,0,0,2019-05-05,1
US-2019-141005,1,0,0,2019-05-05,2
US-2019-138023,1,0,0,2019-05-05,3
US-2019-142839,1,0,0,2019-05-05,2
US-2019-111500,0,0,1,2019-05-06,6
US-2019-129168,0,0,1,2019-05-06,8
US-2019-156559,1,0,0,2019-05-06,2
US-2019-133158,0,0,1,2019-05-07,4
US-2019-121727,1,0,0,2019-05-07,2
US-2019-164616,1,0,0,2019-05-07,3
US-2019-143581,0,0,1,2019-05-07,3
CA-2019-132339,0,0,1,2019-05-07,4
CA-2019-115777,1,0,0,2019-05-07,2
US-2019-114321,0,0,1,2019-05-07,3
US-2019-166716,1,0,0,2019-05-07,3
US-2019-123253,0,1,0,2019-05-08,5
US-2019-166828,1,0,0,2019-05-09,3
US-2019-130918,1,0,0,2019-05-09,5
US-2019-124737,1,0,0,2019-05-09,7
US-2019-154837,0,0,1,2019-05-09,3
US-2019-112795,0,1,0,2019-05-09,3
US-2019-110639,1,0,0,2019-05-09,4
US-2019-107916,0,0,1,2019-05-10,7
US-2019-106719,0,0,1,2019-05-10,1
US-2019-120432,0,0,1,2019-05-10,5
US-2019-104178,0,0,1,2019-05-10,3
US-2019-107398,0,0,1,2019-05-10,2
US-2019-126200,1,0,0,2019-05-10,6
US-2019-115259,1,0,0,2019-05-10,5
US-2019-103660,1,0,0,2019-05-10,5
US-2019-103331,1,0,0,2019-05-11,8
US-2019-115413,0,1,0,2019-05-11,4
US-2019-123260,0,1,0,2019-05-11,3
US-2019-124688,0,0,1,2019-05-11,9
US-2019-143336,1,0,0,2019-05-11,3
US-2019-101266,1,0,0,2019-05-11,2
US-2019-169775,1,0,0,2019-05-11,2
US-2019-135699,0,0,1,2019-05-11,1
US-2019-146500,1,0,0,2019-05-12,7
US-2019-143385,1,0,0,2019-05-12,3
US-2019-126522,1,0,0,2019-05-13,6
US-2019-165428,1,0,0,2019-05-13,8
US-2019-109855,1,0,0,2019-05-13,2
US-2019-157721,1,0,0,2019-05-13,2
US-2019-138828,1,0,0,2019-05-13,2
US-2019-127936,1,0,0,2019-05-13,3
US-2019-152268,1,0,0,2019-05-14,2
US-2019-106971,1,0,0,2019-05-16,5
US-2019-151792,1,0,0,2019-05-16,3
US-2019-158281,0,0,1,2019-05-17,3
US-2019-120236,0,1,0,2019-05-18,3
US-2019-125171,1,0,0,2019-05-18,4
US-2019-136861,1,0,0,2019-05-18,1
US-2019-106572,1,0,0,2019-05-18,2
US-2019-130449,0,0,1,2019-05-19,9
US-2019-117765,0,1,0,2019-05-19,5
US-2019-122882,0,0,1,2019-05-20,7
US-2019-131002,1,0,0,2019-05-20,3
US-2019-105165,0,1,0,2019-05-20,4
US-2019-126193,1,0,0,2019-05-20,9
US-2019-109918,0,0,1,2019-05-20,2
US-2019-100006,1,0,0,2019-05-20,5
US-2019-107818,1,0,0,2019-05-20,2
US-2019-139892,1,0,0,2019-05-20,8
US-2019-146283,1,0,0,2019-05-20,1
US-2019-146815,0,1,0,2019-05-20,1
US-2019-123127,0,0,1,2019-05-21,2
US-2019-168592,0,1,0,2019-05-21,6
US-2019-140032,1,0,0,2019-05-21,8
US-2019-115987,1,0,0,2019-05-21,3
US-2019-128839,1,0,0,2019-05-21,7
US-2019-163293,0,0,1,2019-05-21,7
US-2019-132500,1,0,0,2019-05-21,6
US-2019-126403,0,0,1,2019-05-21,1
US-2019-102869,1,0,0,2019-05-21,3
US-2019-131870,0,1,0,2019-05-21,3
US-2019-144407,1,0,0,2019-05-21,6
US-2019-103527,1,0,0,2019-05-21,7
US-2019-115196,1,0,0,2019-05-21,3
US-2019-125731,1,0,0,2019-05-22,2
US-2019-113383,1,0,0,2019-05-22,1
US-2019-138835,0,1,0,2019-05-23,1
CA-2019-126438,0,0,1,2019-05-23,9
US-2019-112837,1,0,0,2019-05-23,5
US-2019-116246,1,0,0,2019-05-23,2
US-2019-119081,0,1,0,2019-05-23,2
US-2019-138527,0,0,1,2019-05-23,2
US-2019-103702,1,0,0,2019-05-23,2
US-2019-150924,1,0,0,2019-05-24,3
US-2019-101476,0,1,0,2019-05-25,2
US-2019-113859,0,1,0,2019-05-25,2
US-2019-142769,1,0,0,2019-05-25,2
US-2019-145212,1,0,0,2019-05-26,2
US-2019-156216,0,0,1,2019-05-26,2
US-2019-126277,1,0,0,2019-05-26,2
US-2019-132962,1,0,0,2019-05-26,3
US-2019-140039,0,0,1,2019-05-26,5
US-2019-127635,0,0,1,2019-05-26,3
US-2019-159184,1,0,0,2019-05-26,2
US-2019-145576,1,0,0,2019-05-26,2
US-2019-160766,1,0,0,2019-05-27,10
US-2019-100853,0,0,1,2019-05-27,6
US-2019-113362,1,0,0,2019-05-27,4
US-2019-149594,0,0,1,2019-05-27,1
US-2019-138100,1,0,0,2019-05-27,12
US-2019-141152,0,0,1,2019-05-28,4
US-2019-103940,1,0,0,2019-05-28,4
US-2019-131947,1,0,0,2019-05-28,6
US-2019-158638,0,1,0,2019-05-30,3
US-2019-112851,1,0,0,2019-05-30,3
US-2019-117170,1,0,0,2019-05-30,4
US-2019-168130,0,0,1,2019-05-30,2
US-2019-138177,0,0,1,2019-05-30,3
US-2019-159849,0,1,0,2019-05-30,4
US-2019-156601,0,0,1,2019-05-30,3
US-2019-132787,0,0,1,2019-05-30,5
US-2019-127299,1,0,0,2019-05-31,3
US-2019-106992,0,0,1,2019-05-31,3
US-2019-166744,1,0,0,2019-06-01,7
US-2019-125997,1,0,0,2019-06-01,6
US-2019-120411,1,0,0,2019-06-01,5
US-2019-134614,1,0,0,2019-06-01,5
US-2019-133704,0,1,0,2019-06-01,6
US-2019-151953,0,0,1,2019-06-01,3
US-2019-156433,1,0,0,2019-06-01,4
US-2019-126480,0,0,1,2019-06-01,4
CA-2019-153738,1,0,0,2019-06-01,6
US-2019-166310,0,1,0,2019-06-01,2
US-2019-125514,0,0,1,2019-06-01,7
US-2019-153969,1,0,0,2019-06-02,6
US-2019-124513,0,1,0,2019-06-02,2
US-2019-117478,1,0,0,2019-06-02,3
US-2019-168823,0,1,0,2019-06-02,2
US-2019-135972,1,0,0,2019-06-02,3
US-2019-156160,1,0,0,2019-06-03,7
US-2019-127488,1,0,0,2019-06-03,6
US-2019-158225,1,0,0,2019-06-03,2
US-2019-103191,0,0,1,2019-06-03,4
US-2019-134733,0,0,1,2019-06-03,3
US-2019-163650,1,0,0,2019-06-04,2
US-2019-116904,1,0,0,2019-06-04,2
US-2019-163559,1,0,0,2019-06-04,2
US-2019-113964,0,1,0,2019-06-04,4
US-2019-148369,0,0,1,2019-06-04,2
US-2019-147900,0,1,0,2019-06-06,3
US-2019-123344,1,0,0,2019-06-06,2
CA-2019-160325,0,0,1,2019-06-06,1
US-2019-112914,0,1,0,2019-06-06,3
US-2019-141355,0,1,0,2019-06-06,9
US-2019-132451,0,1,0,2019-06-06,2
US-2019-151925,1,0,0,2019-06-06,10
US-2019-144974,0,0,1,2019-06-06,2
US-2019-115133,0,1,0,2019-06-06,2
US-2019-164385,0,0,1,2019-06-07,3
US-2019-152723,0,0,1,2019-06-07,3
US-2019-127586,0,1,0,2019-06-08,3
US-2019-115049,1,0,0,2019-06-08,3
US-2019-133130,1,0,0,2019-06-08,2
US-2019-120887,0,0,1,2019-06-08,6
US-2019-114335,1,0,0,2019-06-09,7
US-2019-125136,0,0,1,2019-06-09,2
US-2019-107153,0,0,1,2019-06-09,9
CA-2019-107153,0,0,1,2019-06-09,7
US-2019-124856,1,0,0,2019-06-09,5
US-2019-126683,0,1,0,2019-06-09,2
US-2019-146969,1,0,0,2019-06-09,7
US-2019-122931,0,0,1,2019-06-09,4
